movieId,title,genres,year,avg_rating,rating_count
456,Beverly Hills Ninja,Action Comedy,1997.0,2.31,48
457,Free Willy 3: The Rescue,Adventure Children's Drama,1997.0,1.74,27
458,Nixon,Drama,1995.0,3.12,90
459,"Cry, the Beloved Country",Drama,1995.0,3.75,24
460,"Crossing Guard, The",Drama,1995.0,3.0,28
461,Smoke,Drama,1995.0,3.62,74
462,Like Water For Chocolate (Como agua para chocolate),Drama Romance,1992.0,3.8,148
463,"Secret of Roan Inish, The",Adventure,1994.0,3.86,71
464,Vanya on 42nd Street,Drama,1994.0,3.59,27
465,"Jungle Book, The",Adventure Children's Romance,1994.0,3.56,85
466,Red Rock West,Thriller,1992.0,3.6,52
467,"Bronx Tale, A",Drama,1993.0,3.79,48
468,Rudy,Drama,1993.0,3.31,64
469,Short Cuts,Drama,1993.0,3.78,67
470,Tombstone,Western,1993.0,3.67,108
471,Courage Under Fire,Drama War,1996.0,3.61,221
472,Dragonheart,Action Adventure Fantasy,1996.0,3.08,158
473,James and the Giant Peach,Animation Children's Musical,1996.0,3.13,126
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi War,1963.0,4.25,194
475,Trainspotting,Drama,1996.0,3.88,250
476,"First Wives Club, The",Comedy,1996.0,3.02,160
477,Matilda,Children's Comedy,1996.0,3.21,95
478,"Philadelphia Story, The",Comedy Romance,1940.0,4.12,104
479,Vertigo,Mystery Thriller,1958.0,4.25,179
480,North by Northwest,Comedy Thriller,1959.0,4.28,179
481,"Apartment, The",Comedy Drama,1960.0,3.94,63
482,Some Like It Hot,Comedy Crime,1959.0,3.98,128
483,Casablanca,Drama Romance War,1942.0,4.46,243
484,"Maltese Falcon, The",Film-Noir Mystery,1941.0,4.21,138
485,My Fair Lady,Musical Romance,1964.0,3.82,125
486,Sabrina,Comedy Romance,1954.0,3.8,64
487,Roman Holiday,Comedy Romance,1953.0,4.1,68
488,Sunset Blvd.,Film-Noir,1950.0,4.2,65
489,Notorious,Film-Noir Romance Thriller,1946.0,4.12,52
490,To Catch a Thief,Comedy Romance Thriller,1955.0,4.02,50
491,"Adventures of Robin Hood, The",Action Adventure,1938.0,3.79,67
492,East of Eden,Drama,1955.0,3.86,59
493,"Thin Man, The",Mystery,1934.0,4.15,60
494,His Girl Friday,Comedy,1940.0,4.0,56
495,Around the World in 80 Days,Adventure Comedy,1956.0,3.66,59
496,It's a Wonderful Life,Drama,1946.0,4.12,231
497,Bringing Up Baby,Comedy,1938.0,3.84,68
498,"African Queen, The",Action Adventure Romance War,1951.0,4.18,152
499,Cat on a Hot Tin Roof,Drama,1958.0,3.95,62
500,Fly Away Home,Adventure Children's,1996.0,3.9,31
501,Dumbo,Animation Children's Musical,1941.0,3.5,123
502,Bananas,Comedy War,1971.0,3.7,57
503,"Candidate, The",Drama,1972.0,3.64,39
504,Bonnie and Clyde,Crime Drama,1967.0,3.82,122
505,Dial M for Murder,Mystery Thriller,1954.0,4.0,68
506,Rebel Without a Cause,Drama,1955.0,3.86,90
507,"Streetcar Named Desire, A",Drama,1951.0,3.82,98
508,"People vs. Larry Flynt, The",Drama,1996.0,3.6,215
509,My Left Foot,Drama,1989.0,3.85,121
510,"Magnificent Seven, The",Action Drama Western,1954.0,3.94,121
511,Lawrence of Arabia,Adventure War,1962.0,4.23,173
512,Wings of Desire,Comedy Drama Romance,1987.0,4.0,57
513,"Third Man, The",Mystery Thriller,1949.0,4.33,72
514,Annie Hall,Comedy Romance,1977.0,3.91,180
515,"Boot, Das",Action Drama War,1981.0,4.2,201
516,Local Hero,Comedy,1983.0,3.97,63
517,Manhattan,Comedy Drama Romance,1979.0,3.77,91
518,Miller's Crossing,Drama,1990.0,3.65,89
519,"Treasure of the Sierra Madre, The",Adventure,1948.0,4.1,80
520,"Great Escape, The",Adventure War,1963.0,4.1,124
521,"Deer Hunter, The",Drama War,1978.0,3.83,120
522,Down by Law,Comedy Drama,1986.0,3.77,35
523,Cool Hand Luke,Comedy Drama,1967.0,3.99,164
524,"Great Dictator, The",Comedy,1940.0,4.02,46
525,"Big Sleep, The",Film-Noir Mystery,1946.0,4.03,73
526,Ben-Hur,Action Adventure Drama,1959.0,3.83,124
527,Gandhi,Drama,1982.0,4.02,195
528,"Killing Fields, The",Drama War,1984.0,4.13,121
529,My Life as a Dog (Mitt liv som hund),Drama,1985.0,3.98,93
530,"Man Who Would Be King, The",Adventure,1975.0,4.03,80
531,Shine,Drama Romance,1996.0,3.92,129
532,Kama Sutra: A Tale of Love,Romance,1996.0,3.32,22
533,"Daytrippers, The",Mystery,1996.0,3.67,15
534,Traveller,Drama,1997.0,3.31,13
535,Addicted to Love,Comedy Romance,1997.0,3.17,54
536,Ponette,Drama,1996.0,3.3,10
537,My Own Private Idaho,Drama,1991.0,3.63,30
538,Anastasia,Animation Children's Musical,1997.0,3.42,66
539,Mouse Hunt,Children's Comedy,1997.0,2.48,44
540,Money Train,Action,1995.0,2.51,43
541,Mortal Kombat,Action Adventure,1995.0,2.88,49
542,Pocahontas,Animation Children's Musical Romance,1995.0,2.53,51
543,"Misérables, Les",Drama Musical,1995.0,3.62,21
544,Things to Do in Denver when You're Dead,Crime Drama Romance,1995.0,3.15,71
545,Vampire in Brooklyn,Comedy Romance,1995.0,1.83,12
546,Broken Arrow,Action Thriller,1996.0,3.03,254
547,"Young Poisoner's Handbook, The",Crime,1995.0,3.34,41
548,"NeverEnding Story III, The",Children's Fantasy,1994.0,2.17,12
549,Rob Roy,Drama Romance War,1995.0,3.57,92
550,Die Hard: With a Vengeance,Action Thriller,1995.0,3.28,151
551,Lord of Illusions,Horror,1995.0,2.42,24
552,Species,Sci-Fi,1995.0,2.87,45
553,"Walk in the Clouds, A",Drama Romance,1995.0,3.29,63
554,Waterworld,Action Adventure,1995.0,2.8,102
555,White Man's Burden,Drama,1995.0,2.0,10
556,Wild Bill,Western,1995.0,2.5,12
557,Farinelli: il castrato,Drama Musical,1994.0,3.12,17
558,Heavenly Creatures,Drama Fantasy Thriller,1994.0,3.67,70
559,Interview with the Vampire,Drama Horror,1994.0,3.18,137
560,"Kid in King Arthur's Court, A",Adventure Children's Comedy Fantasy Romance Sci-Fi,1995.0,2.73,22
561,Mary Shelley's Frankenstein,Drama Horror,1994.0,3.07,59
562,"Quick and the Dead, The",Action Adventure Western,1995.0,3.21,48
563,Stephen King's The Langoliers,Horror,1995.0,2.41,29
564,Tales from the Hood,Comedy Horror,1995.0,2.04,27
565,Village of the Damned,Horror Thriller,1995.0,2.68,22
566,Clear and Present Danger,Action Adventure Thriller,1994.0,3.57,179
567,Wes Craven's New Nightmare,Horror,1994.0,2.8,35
568,Speed,Action Romance Thriller,1994.0,3.65,230
569,Wolf,Drama Horror,1994.0,2.7,67
570,Wyatt Earp,Western,1994.0,3.1,50
571,Another Stakeout,Comedy Thriller,1993.0,2.5,28
572,Blown Away,Action Thriller,1994.0,2.76,29
573,Body Snatchers,Horror Sci-Fi Thriller,1993.0,2.94,33
574,Boxing Helena,Mystery Romance Thriller,1993.0,2.2,15
575,City Slickers II: The Legend of Curly's Gold,Comedy Western,1994.0,2.55,44
576,Cliffhanger,Action Adventure Crime,1993.0,3.02,93
577,Coneheads,Comedy Sci-Fi,1993.0,2.22,41
578,Demolition Man,Action Sci-Fi,1993.0,3.15,92
579,Fatal Instinct,Comedy,1993.0,2.63,19
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",Comedy Romance,1995.0,3.38,32
581,Kalifornia,Drama Thriller,1993.0,3.22,59
582,"Piano, The",Drama Romance,1993.0,3.6,168
583,Romeo Is Bleeding,Crime Thriller,1993.0,3.0,37
584,"Secret Garden, The",Children's Drama,1993.0,3.54,79
585,Son in Law,Comedy,1993.0,2.49,39
586,Terminal Velocity,Action,1994.0,2.68,34
587,"Hour of the Pig, The",Drama Mystery,1993.0,3.57,14
588,Beauty and the Beast,Animation Children's Musical,1991.0,3.79,202
589,"Wild Bunch, The",Western,1969.0,4.02,43
590,Hellraiser: Bloodline,Action Horror Sci-Fi,1996.0,2.0,18
591,Primal Fear,Drama Thriller,1996.0,3.6,178
592,True Crime,Mystery Thriller,1995.0,3.33,9
593,Stalingrad,War,1993.0,3.17,12
594,Heavy,Drama Romance,1995.0,2.4,5
595,"Fan, The",Thriller,1996.0,3.09,64
596,"Hunchback of Notre Dame, The",Animation Children's Musical,1996.0,3.38,127
597,Eraser,Action Thriller,1996.0,3.15,206
598,"Big Squeeze, The",Comedy Drama,1996.0,2.25,4
599,Police Story 4: Project S (Chao ji ji hua),Action,1993.0,1.0,1
600,Daniel Defoe's Robinson Crusoe,Children's,1996.0,3.0,2
601,For Whom the Bell Tolls,Adventure War,1943.0,4.0,20
602,"American in Paris, An",Musical Romance,1951.0,3.7,50
603,Rear Window,Mystery Thriller,1954.0,4.39,209
604,It Happened One Night,Comedy,1934.0,4.01,81
605,Meet Me in St. Louis,Musical,1944.0,3.35,31
606,All About Eve,Drama,1950.0,4.05,66
607,Rebecca,Romance Thriller,1940.0,3.97,66
608,Spellbound,Mystery Romance Thriller,1945.0,3.93,30
609,Father of the Bride,Comedy,1950.0,3.58,60
610,Gigi,Musical,1958.0,3.66,41
611,Laura,Crime Film-Noir Mystery,1944.0,4.1,40
612,Lost Horizon,Drama,1937.0,3.94,34
613,My Man Godfrey,Comedy,1936.0,4.04,27
614,Giant,Drama,1956.0,3.75,51
615,"39 Steps, The",Thriller,1935.0,4.05,59
616,Night of the Living Dead,Horror Sci-Fi,1968.0,3.42,64
617,"Blue Angel, The (Blaue Engel, Der)",Drama,1930.0,3.78,18
618,Picnic,Drama,1955.0,3.61,18
619,Extreme Measures,Drama Thriller,1996.0,3.17,64
620,"Chamber, The",Drama,1996.0,3.09,43
621,"Davy Crockett, King of the Wild Frontier",Western,1955.0,2.91,11
622,Swiss Family Robinson,Adventure Children's,1960.0,3.36,39
623,Angels in the Outfield,Children's Comedy,1994.0,2.92,39
624,"Three Caballeros, The",Animation Children's Musical,1945.0,3.27,22
625,"Sword in the Stone, The",Animation Children's,1963.0,3.33,82
626,So Dear to My Heart,Children's Drama,1949.0,3.25,4
627,Robin Hood: Prince of Thieves,Drama,1991.0,3.23,75
628,Sleepers,Crime Drama,1996.0,3.51,169
629,Victor/Victoria,Comedy Musical,1982.0,3.34,77
630,"Great Race, The",Comedy Musical,1965.0,3.29,31
631,"Crying Game, The",Action Drama Romance War,1992.0,3.62,119
632,Sophie's Choice,Drama,1982.0,3.9,58
633,"Christmas Carol, A",Drama,1938.0,4.06,69
634,Microcosmos: Le peuple de l'herbe,Documentary,1996.0,3.75,24
635,"Fog, The",Horror,1980.0,2.74,23
636,Escape from New York,Action Adventure Sci-Fi Thriller,1981.0,3.24,91
637,"Howling, The",Comedy Horror,1981.0,3.03,38
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",Drama,1982.0,3.77,44
639,"Tin Drum, The (Blechtrommel, Die)",Drama,1979.0,3.7,40
640,"Cook the Thief His Wife & Her Lover, The",Drama,1989.0,3.02,82
641,Paths of Glory,Drama War,1957.0,4.21,33
642,"Grifters, The",Crime Drama Film-Noir,1990.0,3.48,89
643,The Innocent,Drama Romance,1994.0,3.0,4
644,"Thin Blue Line, The",Documentary,1988.0,3.77,35
645,Paris Is Burning,Documentary,1990.0,3.81,27
646,Once Upon a Time in the West,Western,1969.0,3.87,38
647,Ran,Drama War,1985.0,4.1,70
648,"Quiet Man, The",Comedy Romance,1952.0,4.03,67
649,Once Upon a Time in America,Crime Drama Thriller,1984.0,3.4,50
650,"Seventh Seal, The (Sjunde inseglet, Det)",Drama,1957.0,3.54,72
651,Glory,Action Drama War,1989.0,4.08,171
652,Rosencrantz and Guildenstern Are Dead,Comedy Drama,1990.0,3.89,90
653,Touch of Evil,Crime Film-Noir Thriller,1958.0,3.91,34
654,Chinatown,Film-Noir Mystery Thriller,1974.0,4.14,147
655,Stand by Me,Adventure Comedy Drama,1986.0,3.88,227
656,M,Crime Film-Noir Thriller,1931.0,4.0,44
657,"Manchurian Candidate, The",Film-Noir Thriller,1962.0,4.26,131
658,Pump Up the Volume,Drama,1990.0,3.42,79
659,Arsenic and Old Lace,Comedy Mystery Thriller,1944.0,4.08,115
660,Fried Green Tomatoes,Drama,1991.0,3.76,153
661,High Noon,Western,1952.0,4.1,88
662,Somewhere in Time,Drama Romance,1980.0,3.43,82
663,Being There,Comedy,1979.0,3.91,116
664,"Paris, Texas",Drama,1984.0,3.54,46
665,Alien 3,Action Horror Sci-Fi Thriller,1992.0,2.83,100
666,Blood For Dracula (Andy Warhol's Dracula),Horror,1974.0,2.4,5
667,Audrey Rose,Horror,1977.0,2.17,12
668,Blood Beach,Action Horror,1981.0,2.17,6
669,Body Parts,Horror,1991.0,1.62,13
670,Body Snatchers,Horror Sci-Fi Thriller,1993.0,3.0,36
671,Bride of Frankenstein,Horror,1935.0,3.61,46
672,Candyman,Horror,1992.0,2.72,65
673,Cape Fear,Film-Noir Thriller,1962.0,3.52,86
674,Cat People,Horror,1982.0,2.9,48
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror,1922.0,3.56,54
676,"Crucible, The",Drama,1996.0,3.34,77
677,Fire on the Mountain,Documentary,1996.0,3.0,1
678,Volcano,Drama Thriller,1997.0,2.81,219
679,Conan the Barbarian,Action Adventure,1981.0,3.05,107
680,Kull the Conqueror,Action Adventure,1997.0,2.56,34
681,Wishmaster,Horror,1997.0,2.44,27
682,I Know What You Did Last Summer,Horror Mystery Thriller,1997.0,3.06,100
683,Rocket Man,Comedy,1997.0,2.41,49
684,In the Line of Fire,Action Thriller,1993.0,3.79,169
685,Executive Decision,Action Thriller,1996.0,3.36,157
686,"Perfect World, A",Action Drama,1993.0,3.68,50
687,McHale's Navy,Comedy War,1997.0,2.19,69
688,Leave It to Beaver,Comedy,1997.0,1.84,44
689,"Jackal, The",Action Thriller,1997.0,3.15,87
690,Seven Years in Tibet,Drama War,1997.0,3.46,155
691,Dark City,Film-Noir Sci-Fi Thriller,1998.0,3.5,16
692,"American President, The",Comedy Drama Romance,1995.0,3.63,164
693,Casino,Drama,1995.0,3.65,91
694,Persuasion,Romance,1995.0,4.05,44
695,Kicking and Screaming,Comedy Drama,1995.0,2.92,13
696,City Hall,Drama Thriller,1996.0,3.14,79
697,"Basketball Diaries, The",Drama,1995.0,3.42,40
698,"Browning Version, The",Drama,1994.0,3.0,10
699,Little Women,Drama,1994.0,3.68,102
700,Miami Rhapsody,Comedy,1995.0,2.6,15
701,"Wonderful, Horrible Life of Leni Riefenstahl, The",Documentary,1993.0,4.0,10
702,Barcelona,Comedy Romance,1994.0,3.02,53
703,Widows' Peak,Drama,1994.0,3.58,19
704,"House of the Spirits, The",Drama Romance,1993.0,3.04,24
705,Singin' in the Rain,Musical Romance,1952.0,3.99,137
706,Bad Moon,Horror,1996.0,2.67,6
707,Enchanted April,Drama,1991.0,3.93,70
708,"Sex, Lies, and Videotape",Drama,1989.0,3.48,101
709,Strictly Ballroom,Comedy Romance,1992.0,4.03,104
710,Better Off Dead...,Comedy,1985.0,3.57,79
711,"Substance of Fire, The",Drama,1996.0,4.0,1
712,Tin Men,Comedy Drama,1987.0,3.08,51
713,Othello,Drama,1995.0,3.61,72
714,Carrington,Drama Romance,1995.0,3.23,13
715,To Die For,Comedy Drama,1995.0,3.28,87
716,Home for the Holidays,Drama Romance,1995.0,3.16,58
717,"Juror, The",Drama Thriller,1996.0,2.82,82
718,In the Bleak Midwinter,Comedy,1995.0,3.69,16
719,Canadian Bacon,Comedy War,1994.0,2.41,29
720,First Knight,Action Adventure Drama Romance,1995.0,3.02,86
721,Mallrats,Comedy,1995.0,3.44,54
722,Nine Months,Comedy,1995.0,2.93,58
723,Boys on the Side,Comedy Drama,1995.0,3.15,34
724,Circle of Friends,Drama Romance,1995.0,3.49,76
725,Exit to Eden,Comedy,1994.0,2.75,16
726,Fluke,Children's Drama,1995.0,2.43,14
727,Immortal Beloved,Drama Romance,1994.0,3.46,63
728,Junior,Comedy Sci-Fi,1994.0,3.02,45
729,Nell,Drama,1994.0,3.48,81
730,"Queen Margot (Reine Margot, La)",Drama Romance,1994.0,3.5,24
731,"Corrina, Corrina",Comedy Drama Romance,1994.0,3.15,39
732,Dave,Comedy Romance,1993.0,3.65,180
733,Go Fish,Drama Romance,1994.0,3.2,15
734,Made in America,Comedy,1993.0,2.52,27
735,Philadelphia,Drama,1993.0,3.85,137
736,Shadowlands,Drama Romance,1993.0,3.94,78
737,Sirens,Comedy Drama,1994.0,2.98,59
738,Threesome,Comedy Romance,1994.0,2.84,31
739,Pretty Woman,Comedy Romance,1990.0,3.32,164
740,Jane Eyre,Drama Romance,1996.0,3.48,63
741,"Last Supper, The",Drama Thriller,1995.0,3.45,58
742,Ransom,Drama Thriller,1996.0,3.64,267
743,"Crow: City of Angels, The",Action Thriller,1996.0,1.95,39
744,Michael Collins,Drama War,1996.0,3.46,92
745,"Ruling Class, The",Comedy,1972.0,3.88,16
746,Real Genius,Comedy,1985.0,3.66,119
747,Benny & Joon,Comedy Romance,1993.0,3.46,102
748,"Saint, The",Action Romance Thriller,1997.0,3.12,316
749,"MatchMaker, The",Comedy Romance,1997.0,3.18,51
750,Amistad,Drama,1997.0,3.85,124
751,Tomorrow Never Dies,Action Romance Thriller,1997.0,3.43,180
752,"Replacement Killers, The",Action Thriller,1998.0,3.31,39
753,Burnt By the Sun,Drama,1994.0,3.71,24
754,Red Corner,Crime Thriller,1997.0,3.39,57
755,Jumanji,Action Adventure Children's Fantasy Sci-Fi,1995.0,3.31,96
756,Father of the Bride Part II,Comedy,1995.0,2.9,128
757,Across the Sea of Time,Documentary,1995.0,2.75,4
758,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi Thriller,1996.0,1.71,21
759,Fair Game,Action,1995.0,2.18,11
760,Screamers,Sci-Fi,1995.0,2.65,46
761,Nick of Time,Action Thriller,1995.0,3.05,44
762,Beautiful Girls,Drama,1996.0,3.39,115
763,Happy Gilmore,Comedy,1996.0,3.39,149
764,If Lucy Fell,Comedy Romance,1996.0,2.76,29
765,Boomerang,Comedy Romance,1992.0,2.81,32
766,Man of the Year,Documentary,1995.0,3.11,9
767,"Addiction, The",Horror,1995.0,2.18,11
768,Casper,Adventure Children's,1995.0,3.08,52
769,Congo,Action Adventure Mystery Sci-Fi,1995.0,2.45,42
770,Devil in a Blue Dress,Crime Film-Noir Mystery Thriller,1995.0,3.39,57
771,Johnny Mnemonic,Action Sci-Fi Thriller,1995.0,2.63,41
772,Kids,Drama,1995.0,3.06,49
773,Mute Witness,Thriller,1994.0,2.94,17
774,"Prophecy, The",Horror,1995.0,2.94,32
775,Something to Talk About,Comedy Drama Romance,1995.0,2.77,26
776,Three Wishes,Drama,1995.0,3.22,9
777,Castle Freak,Horror,1995.0,1.25,4
778,Don Juan DeMarco,Comedy Drama Romance,1995.0,3.55,76
779,Drop Zone,Action,1994.0,2.55,31
780,Dumb & Dumber,Comedy,1994.0,3.0,69
781,French Kiss,Comedy Romance,1995.0,3.33,84
782,Little Odessa,Drama,1994.0,2.6,10
783,Milk Money,Comedy Romance,1994.0,2.73,37
784,Beyond Bedlam,Drama Horror,1993.0,1.0,2
785,Only You,Comedy Romance,1994.0,3.15,39
786,"Perez Family, The",Comedy Romance,1995.0,2.64,14
787,Roommates,Comedy Drama,1995.0,3.23,13
788,Relative Fear,Horror Thriller,1994.0,1.67,3
789,Swimming with Sharks,Comedy Drama,1995.0,3.57,47
790,Tommy Boy,Comedy,1995.0,2.91,66
791,"Baby-Sitters Club, The",Children's,1995.0,2.5,10
792,Bullets Over Broadway,Comedy,1994.0,3.72,86
793,Crooklyn,Comedy,1994.0,3.5,10
794,It Could Happen to You,Drama Romance,1994.0,3.65,46
795,Richie Rich,Children's Comedy,1994.0,2.43,21
796,Speechless,Comedy Romance,1994.0,3.08,36
797,Timecop,Action Sci-Fi,1994.0,3.1,31
798,Bad Company,Action,1995.0,2.22,9
799,Boys Life,Drama,1995.0,3.2,5
800,In the Mouth of Madness,Horror Thriller,1995.0,2.88,26
801,"Air Up There, The",Comedy,1994.0,2.81,16
802,Hard Target,Action Adventure Crime Thriller,1993.0,2.7,40
803,Heaven & Earth,Action Drama War,1993.0,2.56,9
804,Jimmy Hollywood,Comedy,1994.0,2.88,8
805,Manhattan Murder Mystery,Comedy Mystery,1993.0,3.63,27
806,Menace II Society,Action Crime Drama,1993.0,3.46,50
807,Poetic Justice,Drama,1993.0,2.78,9
808,"Program, The",Action Drama,1993.0,2.84,31
809,Rising Sun,Action Drama Mystery,1993.0,2.91,43
810,"Shadow, The",Action,1994.0,2.89,45
811,Thirty-Two Short Films About Glenn Gould,Documentary,1993.0,3.94,18
812,Andre,Adventure Children's,1994.0,3.11,18
813,"Celluloid Closet, The",Documentary,1995.0,3.89,56
814,"Great Day in Harlem, A",Documentary,1994.0,5.0,1
815,One Fine Day,Drama Romance,1996.0,3.23,112
816,Candyman: Farewell to the Flesh,Horror,1995.0,2.43,21
817,Frisk,Drama,1995.0,2.67,3
818,Girl 6,Comedy,1996.0,2.76,25
819,Eddie,Comedy,1996.0,2.7,40
820,Space Jam,Adventure Animation Children's Comedy Fantasy,1996.0,2.77,93
821,Mrs. Winterbourne,Comedy Romance,1996.0,3.05,22
822,Faces,Drama,1968.0,3.0,4
823,Mulholland Falls,Crime Film-Noir Thriller,1996.0,2.88,82
824,"Great White Hype, The",Comedy,1996.0,2.76,49
825,"Arrival, The",Action Sci-Fi Thriller,1996.0,3.04,83
826,"Phantom, The",Adventure,1996.0,2.58,80
827,Daylight,Action Adventure Thriller,1996.0,2.77,57
828,Alaska,Adventure Children's,1996.0,2.69,13
829,Fled,Action Adventure,1996.0,2.65,34
830,Power 98,Action Mystery Thriller,1995.0,1.0,1
831,Escape from L.A.,Action Adventure Sci-Fi Thriller,1996.0,2.46,91
832,Bogus,Children's Drama Fantasy,1996.0,2.55,22
833,Bulletproof,Action,1996.0,3.2,49
834,Halloween: The Curse of Michael Myers,Horror Thriller,1995.0,2.2,25
835,"Gay Divorcee, The",Comedy Musical Romance,1934.0,3.87,15
836,Ninotchka,Comedy Romance,1939.0,3.77,26
837,Meet John Doe,Drama,1941.0,3.92,25
838,In the Line of Duty 2,Action,1987.0,2.75,4
839,Loch Ness,Horror Thriller,1995.0,2.5,4
840,Last Man Standing,Action Drama Western,1996.0,2.66,53
841,"Glimmer Man, The",Action Thriller,1996.0,2.75,48
842,Pollyanna,Children's Comedy Drama,1960.0,3.15,27
843,"Shaggy Dog, The",Children's Comedy,1959.0,3.0,30
844,Freeway,Crime,1996.0,3.36,42
845,That Thing You Do!,Comedy,1996.0,3.47,176
846,To Gillian on Her 37th Birthday,Drama Romance,1996.0,3.07,44
847,Looking for Richard,Documentary Drama,1996.0,3.73,55
848,"Murder, My Sweet",Film-Noir Thriller,1944.0,3.56,9
849,Days of Thunder,Action Romance,1990.0,2.72,53
850,"Perfect Candidate, A",Documentary,1996.0,4.0,4
851,Two or Three Things I Know About Her,Drama,1966.0,3.75,4
852,"Bloody Child, The",Drama Thriller,1996.0,1.0,1
853,Braindead,Comedy Horror,1992.0,3.86,14
854,Bad Taste,Comedy Horror,1987.0,3.38,16
855,Diva,Action Drama Mystery Romance Thriller,1981.0,3.73,66
856,Night on Earth,Comedy Drama,1991.0,3.83,36
857,Paris Was a Woman,Documentary,1995.0,3.0,1
858,Amityville: Dollhouse,Horror,1996.0,1.0,3
859,April Fool's Day,Comedy Horror,1986.0,2.67,15
860,"Believers, The",Horror Thriller,1987.0,2.25,16
861,Nosferatu a Venezia,Horror,1986.0,2.33,3
862,Jingle All the Way,Adventure Children's Comedy,1996.0,2.11,18
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",Drama,1970.0,3.92,24
864,My Fellow Americans,Comedy,1996.0,3.16,86
865,"Ice Storm, The",Drama,1997.0,3.48,21
866,Michael,Comedy Romance,1996.0,3.32,119
867,"Whole Wide World, The",Drama,1996.0,4.0,6
868,Hearts and Minds,Drama,1996.0,3.8,5
869,Fools Rush In,Comedy Romance,1997.0,3.0,24
870,Touch,Romance,1997.0,2.78,9
871,Vegas Vacation,Comedy,1997.0,2.4,75
872,Love Jones,Romance,1997.0,3.1,42
873,Picture Perfect,Comedy Romance,1997.0,2.96,81
874,Career Girls,Drama,1997.0,3.26,39
875,She's So Lovely,Drama Romance,1997.0,2.74,53
876,Money Talks,Action Comedy,1997.0,2.7,47
877,Excess Baggage,Adventure Romance,1997.0,2.54,52
878,That Darn Cat!,Children's Comedy Mystery,1997.0,2.52,33
879,"Peacemaker, The",Action Thriller War,1997.0,3.27,136
880,Soul Food,Drama,1997.0,3.17,59
881,Money Talks,Action Comedy,1997.0,2.93,45
882,Washington Square,Drama,1997.0,3.29,34
883,Telling Lies in America,Drama,1997.0,3.23,13
884,Year of the Horse,Documentary,1997.0,3.29,7
885,Phantoms,Horror,1998.0,2.23,13
886,"Life Less Ordinary, A",Romance Thriller,1997.0,3.08,53
887,Eve's Bayou,Drama,1997.0,3.61,64
888,One Night Stand,Drama,1997.0,3.47,15
889,"Tango Lesson, The",Romance,1997.0,3.38,13
890,Mortal Kombat: Annihilation,Action Adventure,1997.0,1.95,43
891,Bent,Drama War,1997.0,2.67,6
892,Flubber,Children's Comedy Fantasy,1997.0,2.75,53
893,For Richer or Poorer,Comedy,1997.0,2.43,14
894,Home Alone 3,Children's Comedy,1997.0,1.89,19
895,Scream 2,Horror Thriller,1997.0,3.22,106
896,"Sweet Hereafter, The",Drama,1997.0,3.77,44
897,Time Tracers,Action Adventure Sci-Fi,1995.0,1.5,2
898,"Postman, The",Drama,1997.0,3.22,58
899,"Winter Guest, The",Drama,1997.0,3.44,9
900,Kundun,Drama,1997.0,3.69,42
901,Mr. Magoo,Comedy,1997.0,1.92,12
902,"Big Lebowski, The",Comedy Crime Mystery Thriller,1998.0,3.83,42
903,Afterglow,Drama Romance,1997.0,3.11,18
904,Ma vie en rose (My Life in Pink),Comedy Drama,1997.0,3.45,20
905,Great Expectations,Drama Romance,1998.0,3.22,27
906,Oscar & Lucinda,Drama Romance,1997.0,3.19,21
907,Vermin,Comedy,1998.0,2.0,2
908,Half Baked,Comedy,1998.0,2.5,20
909,Dangerous Beauty,Drama,1998.0,3.77,13
910,Nil By Mouth,Drama,1997.0,2.0,4
911,Twilight,Crime Drama,1998.0,2.5,4
912,U.S. Marshalls,Action Thriller,1998.0,3.0,9
913,Love and Death on Long Island,Comedy,1997.0,2.5,2
914,Wild Things,Crime Drama Mystery Thriller,1998.0,2.73,11
915,Primary Colors,Drama,1998.0,3.92,13
916,Lost in Space,Action Sci-Fi Thriller,1998.0,3.17,18
917,Mercury Rising,Action Drama Thriller,1998.0,3.43,7
918,City of Angels,Romance,1998.0,3.0,8
919,"City of Lost Children, The",Adventure Sci-Fi,1995.0,3.79,96
920,Two Bits,Drama,1995.0,2.2,5
921,Farewell My Concubine,Drama Romance,1993.0,3.98,46
922,Dead Man,Western,1995.0,3.82,34
923,Raise the Red Lantern,Drama,1991.0,4.16,58
924,White Squall,Adventure Drama,1996.0,3.4,85
925,Unforgettable,Sci-Fi Thriller,1996.0,3.32,34
926,Down Periscope,Comedy,1996.0,2.7,101
927,"Flower of My Secret, The (Flor de mi secreto, La)",Drama,1995.0,3.17,6
928,"Craft, The",Drama Horror,1996.0,3.12,104
929,Harriet the Spy,Children's Comedy,1996.0,2.7,40
930,Chain Reaction,Action Adventure Thriller,1996.0,2.7,80
931,"Island of Dr. Moreau, The",Sci-Fi Thriller,1996.0,2.16,57
932,First Kid,Children's Comedy,1996.0,2.92,40
933,"Funeral, The",Drama,1996.0,2.43,21
